"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"CopyDeviceToHost",1,155039,155039,86.5177819072651
"CopyHostToDevice",2,13600,6800,7.589328065446794
"FillBuffer",1,10560,10560,5.892890027288098
